Temperature,Humidity,Soil Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorus,Fertilizer
27.32,35.16,17.32,Sandy Loam,Cotton (Lint),74.77,70.85,47.76,20-20-20
32.87,42.16,22.16,Loam,Cotton (Lint),85.66,91.01,55.3,DAP
31.2,45.93,22.74,Loam,Cotton (Lint),90.14,88.47,52.19,DAP
29.47,38.79,19.61,Loam,Cotton (Lint),83.72,79.8,48.29,Urea
39.88,84.63,28.47,Clay,Cotton (Lint),14.67,6.38,25.89,DAP
33.57,49.55,24.63,Sandy Loam,Cotton (Lint),94.63,94.63,56.67,MOP
26.25,46.96,18.39,Loam,Cotton (Lint),7.95,6.6,18.18,20-20-20
32.31,44,21.96,Loam,Cotton (Lint),89.4,91.23,54.78,DAP
27.91,37.07,18.33,Sandy Loam,Cotton (Lint),73.27,75.03,44.05,20-20-20
29.12,40.56,19.64,Sandy Loam,Cotton (Lint),83.61,79.36,49.89,Urea
37.92,59.3,40.64,Sandy Loam,Cotton (Lint),11.71,15.58,40.19,20-20-20
28.93,36.44,18.1,Clay Loam,Cotton (Lint),73.99,75.1,47.16,20-20-20
29.22,38.87,20.35,Clay Loam,Cotton (Lint),82.97,80.69,50.19,Urea
30.68,38.72,20.74,Clay Loam,Cotton (Lint),78.83,78.79,51.6,Urea
34.22,48.76,24.88,Sandy Loam,Cotton (Lint),95.57,94.89,59.64,MOP
33.4,47.52,24.87,Sandy Loam,Cotton (Lint),95.32,96.77,59.38,MOP
25.98,33.53,15.72,Clay Loam,Cotton (Lint),61.15,65.22,43.31,30-15-15
26.27,31.39,16.05,Loam,Cotton (Lint),60.42,61.25,40.73,30-15-15
25.56,32.79,15.68,Sandy Loam,Cotton (Lint),64.32,67.01,40.27,30-15-15
34.83,46.49,24.57,Clay Loam,Cotton (Lint),96.42,93.75,56.56,MOP
33.05,47.06,24.44,Loam,Cotton (Lint),93.57,98.79,59.86,MOP
31.11,45.07,21.74,Sandy Loam,Cotton (Lint),89.44,85.6,53.68,DAP
29.94,40.83,20.67,Sandy Loam,Cotton (Lint),80.94,78.12,50.77,Urea
34.7,48.33,23.57,Loam,Cotton (Lint),96.93,93.49,57.21,MOP
26.89,32.86,15.31,Clay Loam,Cotton (Lint),63.76,63.49,41.17,30-15-15
29.12,40.72,19.49,Loam,Cotton (Lint),79.14,78.77,51.63,Urea
34.23,48.09,23.17,Clay Loam,Cotton (Lint),92.67,98.68,59.38,MOP
31.96,42.1,22.24,Sandy Loam,Cotton (Lint),85.33,86.86,54.46,DAP
32.94,42.19,21.96,Sandy Loam,Cotton (Lint),90.18,85.63,55.95,DAP
33.6,46.91,23.53,Loam,Cotton (Lint),94.23,92.78,59.63,MOP
30.42,85.61,42.58,Sand,Cotton (Lint),27.7,34.27,37.14,DAP
23.32,53.05,49.21,Clay Loam,Cotton (Lint),5.07,7.52,26.13,20-20-20
28.93,35.19,18.15,Sandy Loam,Cotton (Lint),75.13,70.96,46.45,20-20-20
29.39,88.46,42.15,Loam,Cotton (Lint),23.95,13.45,22.07,DAP
28.77,34.41,18.65,Sandy Loam,Cotton (Lint),71.25,74.77,44.74,20-20-20
31.6,43.61,21.25,Sandy Loam,Cotton (Lint),88.57,89.48,54.03,DAP
32.53,45.07,22.03,Loam,Cotton (Lint),88.7,89.73,54.94,DAP
34.33,47.4,23.67,Clay Loam,Cotton (Lint),96.93,96.26,58.34,MOP
28.32,34.11,17.55,Loam,Cotton (Lint),72.23,71.19,46.95,20-20-20
33.4,49.68,24,Clay Loam,Cotton (Lint),99.8,99.42,59.34,MOP
18.5,39.3,35.47,Clay Loam,Cotton (Lint),13.54,33.53,21.6,Urea
29.96,41.76,19.17,Clay Loam,Cotton (Lint),82.08,76,49.63,Urea
31.48,45.86,22.41,Sandy Loam,Cotton (Lint),88.72,84.88,54.55,DAP
34.58,47.57,23.58,Clay Loam,Cotton (Lint),99.01,95.66,57.91,MOP
31.12,44.6,21.04,Sandy Loam,Cotton (Lint),88.97,89.81,54.17,DAP
25.22,31.72,15.19,Sandy Loam,Cotton (Lint),63.58,64.11,41.17,30-15-15
27.44,34.77,17.99,Loam,Cotton (Lint),71.31,74.46,46.23,20-20-20
27.24,37.11,17.29,Clay Loam,Cotton (Lint),70.84,74.59,44.46,20-20-20
28.45,34.57,17.74,Loam,Cotton (Lint),71.34,75.21,47.71,20-20-20
33.81,47.13,24.06,Clay Loam,Cotton (Lint),96.83,99.28,57.25,MOP
22.51,69.28,12.25,Sand,Cotton (Lint),20.69,21.81,33.89,DAP
26.89,31.82,15.83,Loam,Cotton (Lint),67.36,66.04,42.72,30-15-15
30.6,40.06,20.37,Loam,Cotton (Lint),80.38,82.42,51.67,Urea
33.72,48.11,23.88,Clay Loam,Cotton (Lint),92.24,95.13,58.6,MOP
29.47,41.01,19.62,Sandy Loam,Cotton (Lint),76.29,79.39,48.29,Urea
32.37,43.74,21.24,Clay Loam,Cotton (Lint),85.37,91.74,54.46,DAP
32.16,42.43,21.77,Clay Loam,Cotton (Lint),88.15,90.43,55.45,DAP
28.54,36.93,17.25,Sandy Loam,Cotton (Lint),72.63,70.59,44.35,20-20-20
31.42,48.35,18.91,Loam,Cotton (Lint),10.05,22.9,44.47,30-15-15
28.57,35.9,17.14,Clay Loam,Cotton (Lint),68.67,75.21,47.75,20-20-20
26.66,33.63,16.18,Loam,Cotton (Lint),60.26,61.37,43.64,30-15-15
26.03,40.21,44.75,Sand,Cotton (Lint),18.52,26.7,31.64,Urea
32.54,45.89,22.11,Sandy Loam,Cotton (Lint),84.59,89.02,52.19,DAP
31.14,45.62,22.67,Loam,Cotton (Lint),91.71,87.02,54.44,DAP
26.4,33.67,16.17,Clay Loam,Cotton (Lint),62.84,66.45,43.06,30-15-15
25.69,31.88,16.85,Sandy Loam,Cotton (Lint),66.18,63.92,41.54,30-15-15
25.63,31.9,16.76,Loam,Cotton (Lint),66.7,66.14,43.71,30-15-15
34.41,46.54,24.16,Loam,Cotton (Lint),94.71,93.02,56.08,MOP
31.16,43.55,21.54,Sandy Loam,Cotton (Lint),84.57,86.42,55.1,DAP
31.63,45.58,21.89,Sandy Loam,Cotton (Lint),90.96,87.86,53.51,DAP
29.35,40.34,20.54,Clay Loam,Cotton (Lint),81.32,76.82,48.37,Urea
25.26,32.31,16.79,Loam,Cotton (Lint),67.15,62.22,40.31,30-15-15
33.52,49.64,24.29,Sandy Loam,Cotton (Lint),99.92,93.51,57.96,MOP
24.87,46.05,16.38,Clay Loam,Cotton (Lint),-3.11,20.77,28.73,30-15-15
31.19,59.35,18.51,Loam,Cotton (Lint),-5.07,5.03,28.81,DAP
21.08,52.66,36.01,Sandy Loam,Cotton (Lint),-5.19,18.92,41.31,DAP
26.45,32.74,16.42,Loam,Cotton (Lint),62.2,61.34,41.5,30-15-15
33.36,47.27,24.97,Loam,Cotton (Lint),98.63,95.88,56.97,MOP
29.66,39.83,20.33,Sandy Loam,Cotton (Lint),81.2,79.28,51.54,Urea
33.03,47.29,24.87,Loam,Cotton (Lint),93.47,98.69,56.5,MOP
27.32,35.43,17.2,Clay Loam,Cotton (Lint),68.28,71.47,44.63,20-20-20
32.89,43.17,22.52,Sandy Loam,Cotton (Lint),90.81,84.9,55.12,DAP
25.75,31.8,16.89,Loam,Cotton (Lint),65.91,61.03,41.71,30-15-15
34.93,66.81,22.77,Sandy Loam,Cowpea (Lobia),7.9,22.78,23.8,Compound NPK (0-20-20)
26.69,40.79,16.81,Loamy,Cowpea (Lobia),2.38,16.47,16.97,0-20-20
31.01,55.51,21.01,Loamy,Cowpea (Lobia),6.49,20.07,21.9,MOP
34.95,68.84,23.23,Loamy,Cowpea (Lobia),9.71,24.57,23.86,Compound NPK (0-20-20)
21.55,86.44,27.61,Loamy,Cowpea (Lobia),-8.17,8.85,25.6,0-20-20
30.5,61.7,22.44,Sandy Loam,Cowpea (Lobia),7.3,22.21,20.16,MOP
33.27,68.14,23.63,Sandy Loam,Cowpea (Lobia),7.85,22.71,22.96,Compound NPK (0-20-20)
25.49,58.68,21.64,Clay,Cowpea (Lobia),4.2,25.34,28.05,DAP
28.64,56.2,44.52,Sandy Loam,Cowpea (Lobia),0.99,33.87,39.01,DAP
33.63,69.5,24.67,Loamy,Cowpea (Lobia),9.06,22.58,22.66,Compound NPK (0-20-20)
32.64,68.07,23.14,Sandy,Cowpea (Lobia),8.83,23.36,23.03,Compound NPK (0-20-20)
33.52,66.48,24.5,Sandy Loam,Cowpea (Lobia),9.31,24.21,22.81,Compound NPK (0-20-20)
25.22,40.97,15.59,Sandy Loam,Cowpea (Lobia),0.36,16.61,17.35,0-20-20
32.27,62.25,21.32,Loamy,Cowpea (Lobia),6.61,21.85,20.08,MOP
34.81,65.7,22.7,Loamy,Cowpea (Lobia),9.33,23.69,23.1,Compound NPK (0-20-20)
27.72,47.77,19.83,Loamy,Cowpea (Lobia),3.09,18.05,19.72,DAP
28.17,52.04,19.49,Sandy Loam,Cowpea (Lobia),2.55,18.11,17.61,DAP
34.23,66.71,23.81,Sandy,Cowpea (Lobia),9.67,23.27,24.15,Compound NPK (0-20-20)
31.14,61.08,20.33,Sandy,Cowpea (Lobia),6.56,20.86,21.32,MOP
26.03,42.42,16.97,Sandy Loam,Cowpea (Lobia),2.11,15.75,16.69,0-20-20
33.31,65.3,23.97,Sandy Loam,Cowpea (Lobia),8.73,23.83,23.8,Compound NPK (0-20-20)
27.57,53.73,19.56,Sandy Loam,Cowpea (Lobia),4.08,19.92,17.82,DAP
39.9,82.21,18.05,Clay,Cowpea (Lobia),-3.02,33.85,32.74,Compound NPK (0-20-20)
33.1,66.84,24.98,Loamy,Cowpea (Lobia),8.95,24.64,24.72,Compound NPK (0-20-20)
34.49,64.84,24.32,Sandy,Cowpea (Lobia),9.7,22.69,24.25,Compound NPK (0-20-20)
27.15,46.22,16.3,Loamy,Cowpea (Lobia),0.62,17.4,15.44,0-20-20
27.96,48.26,17.78,Sandy Loam,Cowpea (Lobia),4.77,18.07,19.1,DAP
29.62,54.4,19.88,Loamy,Cowpea (Lobia),4.45,19.74,18.44,DAP
27.06,44.82,15.08,Sandy Loam,Cowpea (Lobia),1.4,15.53,16.2,0-20-20
25.07,44.61,17.29,Sandy,Cowpea (Lobia),0.62,15.54,15.03,0-20-20
25.41,41.85,17.1,Loamy,Cowpea (Lobia),2,16.63,16.64,0-20-20
33.26,69.11,22.91,Sandy Loam,Cowpea (Lobia),8.01,23.68,23.35,Compound NPK (0-20-20)
26.93,42.8,17.43,Sandy Loam,Cowpea (Lobia),0.77,16.42,16.98,0-20-20
25.06,45.34,17.23,Sandy,Cowpea (Lobia),1.44,16.48,16.31,0-20-20
32.63,64.28,24.87,Sandy,Cowpea (Lobia),8.72,24.58,24.07,Compound NPK (0-20-20)
34.07,65.46,23.86,Sandy,Cowpea (Lobia),9.62,23.75,22.7,Compound NPK (0-20-20)
31.65,57.83,22.49,Sandy,Cowpea (Lobia),6.86,21.4,20.07,MOP
29.15,51.78,18.25,Loamy,Cowpea (Lobia),2.93,17.87,19.85,DAP
27.37,45.04,15.57,Loamy,Cowpea (Lobia),0.07,16.45,15.37,0-20-20
34.58,70.78,49.88,Sandy,Cowpea (Lobia),-7.03,21.96,31.13,DAP
38.59,37.76,29.48,Sandy Loam,Cowpea (Lobia),12.38,16.63,28.88,DAP
30.08,60.01,21.27,Sandy Loam,Cowpea (Lobia),7.02,21.34,22.29,MOP
29.9,53.49,18.41,Sandy,Cowpea (Lobia),3.19,17.79,18.16,DAP
31.05,60.39,21.43,Loamy,Cowpea (Lobia),5.35,22.27,21.7,MOP
27.55,69.12,21.62,Clay,Cowpea (Lobia),5.49,5.36,42.83,0-20-20
32.58,65.53,23.11,Sandy Loam,Cowpea (Lobia),7.96,23.36,23.67,Compound NPK (0-20-20)
30.9,61.46,21.85,Loamy,Cowpea (Lobia),6.7,20.26,21.1,MOP
25.23,45.84,15.07,Sandy Loam,Cowpea (Lobia),1.59,15.36,16.95,0-20-20
32.73,62.65,23.18,Sandy Loam,Cowpea (Lobia),9.33,24.8,25,Compound NPK (0-20-20)
39.82,54.66,34.97,Sandy Loam,Cowpea (Lobia),10.49,5.46,42.17,MOP
39.49,41.15,10.25,Sandy,Cowpea (Lobia),15.41,21.05,34.1,DAP
30.17,59.03,21.59,Loamy,Cowpea (Lobia),6.3,21.41,22.28,MOP
32.41,59.35,20.39,Sandy,Cowpea (Lobia),5.08,21.52,20.69,MOP
18.43,56.01,22.04,Sand,Cowpea (Lobia),-2.75,24.79,21.93,Compound NPK (0-20-20)
34.1,65.25,23.36,Loamy,Cowpea (Lobia),8.03,23.25,23.85,Compound NPK (0-20-20)
33.96,64.59,24.76,Sandy,Cowpea (Lobia),7.91,24.92,24.5,Compound NPK (0-20-20)
31.89,60.22,21.59,Sandy Loam,Cowpea (Lobia),5.44,21.24,21.94,MOP
24.49,66.07,21.73,Clay,Cowpea (Lobia),29.53,27.65,29.2,0-20-20
26.13,41.48,16.18,Sandy Loam,Cowpea (Lobia),1.77,15.67,15.71,0-20-20
30.72,56.99,20.53,Sandy,Cowpea (Lobia),5.69,22.22,21.93,MOP
31.25,58.5,20.39,Loamy,Cowpea (Lobia),5.66,20.28,21.68,MOP
32.43,61.32,20.6,Sandy Loam,Cowpea (Lobia),5.18,22.37,20.68,MOP
19.59,80.02,36.29,Loamy,Cowpea (Lobia),27.42,24.25,31.49,0-20-20
28.78,48.48,17.95,Sandy Loam,Cowpea (Lobia),2.75,18.62,18.15,DAP
31.96,57.74,21.81,Sandy,Cowpea (Lobia),5.13,21.16,22.41,MOP
20.8,87.83,39.06,Sandy Loam,Cowpea (Lobia),15.72,34.04,15.21,DAP
31.89,55.17,22.38,Sandy Loam,Cowpea (Lobia),6.44,21.94,20.13,MOP
34.19,78.94,20.32,Loamy,Cowpea (Lobia),-0.65,25.96,41.06,MOP
25.57,44.39,17.48,Sandy Loam,Cowpea (Lobia),0.49,16.46,16.54,0-20-20
15.72,40.08,13.18,Loamy,Cowpea (Lobia),28.29,12.2,37.42,DAP
26.41,43.58,15.55,Sandy,Cowpea (Lobia),1.92,15.29,16.81,0-20-20
27.42,46.43,17.31,Loamy,Cowpea (Lobia),1.66,17.17,15.56,0-20-20
34.01,69.22,19.36,Loamy,Cowpea (Lobia),0.83,10.6,29.29,Compound NPK (0-20-20)
32.64,65.6,24.67,Loamy,Cowpea (Lobia),8.96,24.22,22.59,Compound NPK (0-20-20)
33.27,67.21,24.15,Loamy,Cowpea (Lobia),9.82,23.24,24.03,Compound NPK (0-20-20)
28.7,53.34,19.63,Sandy Loam,Cowpea (Lobia),3.48,18.18,18.28,DAP
32.73,63.26,22.95,Sandy Loam,Cowpea (Lobia),9.76,23.22,24.86,Compound NPK (0-20-20)
25.57,45.2,17.33,Sandy Loam,Cowpea (Lobia),0.22,16.47,16.37,0-20-20
30.79,60.02,21.14,Loamy,Cowpea (Lobia),5.94,22.2,20.12,MOP
27.7,50.39,18.27,Sandy,Cowpea (Lobia),3.97,18.53,18.09,DAP
29.68,51.64,18.75,Sandy Loam,Cowpea (Lobia),3.18,17.65,18.08,DAP
28.98,52.12,18.59,Sandy Loam,Cowpea (Lobia),2.57,19.41,19.83,DAP
33.69,64.68,24.34,Sandy,Cowpea (Lobia),8.22,24.69,24.5,Compound NPK (0-20-20)
27.6,52.4,17.85,Loamy,Cowpea (Lobia),4.58,18.9,19.57,DAP
30.36,57.59,20.9,Sandy Loam,Cowpea (Lobia),6.09,22.34,22.25,MOP
27.19,45.13,16.37,Sandy,Cowpea (Lobia),0.42,15.83,16.51,0-20-20
16.9,80.18,16.61,Sandy Loam,Cowpea (Lobia),8.97,12.06,27.52,DAP
37.31,32.81,18.54,Sandy,Cowpea (Lobia),-1.93,10.47,25.34,MOP
28.06,53.97,17.52,Sandy Loam,Cowpea (Lobia),4.51,19.36,18.42,DAP
28.26,50.32,17.7,Sandy Loam,Cowpea (Lobia),4.35,17.68,19.06,DAP
25.86,43.55,15.3,Sandy,Cowpea (Lobia),1.73,16.6,17.26,0-20-20
28.51,54,17.52,Sandy,Cowpea (Lobia),3.12,19.53,19.24,DAP
28.36,48.89,18.39,Sandy,Cowpea (Lobia),3.98,19.49,18,DAP
33.49,67.18,24.36,Loamy,Cowpea (Lobia),9.68,23.06,23.55,Compound NPK (0-20-20)
31.51,61.54,20.06,Sandy,Cowpea (Lobia),5.61,22.35,20.21,MOP
27.39,41.26,15.29,Loamy,Cowpea (Lobia),1.77,15.6,17.37,0-20-20
28.66,54.34,19.21,Loamy,Cowpea (Lobia),4.44,18.12,18.05,DAP
28.35,54.61,18.82,Sandy Loam,Cowpea (Lobia),4.48,19.67,18.92,DAP
16.82,70.36,40.8,Clay,Cowpea (Lobia),22.75,14.31,23.95,DAP
30.42,59.17,21.47,Sandy,Cowpea (Lobia),6.06,20.94,21.02,MOP
31.34,60.68,20.93,Loamy,Cowpea (Lobia),6.94,22.38,22.41,MOP
27.78,47.54,18.86,Loamy,Cowpea (Lobia),3.78,17.82,18.42,DAP
25.79,40.22,15.76,Sandy,Cowpea (Lobia),0.65,15.86,15.25,0-20-20
27.53,49.41,18.45,Sandy,Cowpea (Lobia),3.42,17.93,18.69,DAP
31.72,55.57,22.41,Sandy Loam,Cowpea (Lobia),5.33,21.25,22.37,MOP
30.99,74.8,49.9,Clay,Cowpea (Lobia),-3.26,28.76,44.2,Compound NPK (0-20-20)
30.29,62.35,22.19,Sandy,Cowpea (Lobia),6.01,21.13,21.41,MOP
39.41,77.13,23.47,Sand,Cowpea (Lobia),4.53,31.77,31.08,MOP
31.5,61.62,22.06,Sandy,Cowpea (Lobia),6.05,20.29,20.24,MOP
27.4,41.96,16.35,Sandy Loam,Cowpea (Lobia),2.11,16.17,15.44,0-20-20
29.1,53.62,19.18,Sandy,Cowpea (Lobia),4.73,19.04,18.39,DAP
34.85,64.35,22.8,Loamy,Cowpea (Lobia),8.9,22.8,23.11,Compound NPK (0-20-20)
29.28,48.45,19.06,Loamy,Cowpea (Lobia),2.63,19.07,19.22,DAP
33.23,64.95,24.92,Sandy Loam,Cowpea (Lobia),9.93,24.96,23.26,Compound NPK (0-20-20)
32.11,61.54,20.1,Sandy Loam,Cowpea (Lobia),6.55,20.39,21.38,MOP
29.29,52.03,18.81,Sandy Loam,Cowpea (Lobia),2.77,17.85,18.59,DAP
28.18,47.61,17.58,Loamy,Cowpea (Lobia),2.81,19.3,19.27,DAP
32.11,60.17,20.96,Sandy,Cowpea (Lobia),5.54,20.62,21.61,MOP
16.11,80.81,47.52,Loamy,Cowpea (Lobia),16.2,5.77,34.56,MOP
26.67,40.97,16.18,Sandy Loam,Cowpea (Lobia),2.08,16.72,16.9,0-20-20
26.72,40.17,16.51,Sandy,Cowpea (Lobia),1.51,16.95,16.53,0-20-20
31.2,60.24,20.24,Loamy,Cowpea (Lobia),6.8,21.3,22.34,MOP
33.48,64.16,23.24,Sandy Loam,Cowpea (Lobia),9.54,24.68,22.64,Compound NPK (0-20-20)
17.24,88.51,42.39,Clay,Cowpea (Lobia),7.74,27.44,33.19,MOP
34.23,63.38,23.47,Sandy,Cowpea (Lobia),9.38,22.71,23.96,Compound NPK (0-20-20)
25.9,40.87,16.08,Sandy Loam,Cowpea (Lobia),1.03,15.98,17.01,0-20-20
33.32,66.92,22.67,Sandy Loam,Cowpea (Lobia),7.51,22.92,23.54,Compound NPK (0-20-20)
30.33,55.63,21.29,Sandy Loam,Cowpea (Lobia),5.09,21.26,21.81,MOP
30.59,45.29,40.46,Sandy,Cowpea (Lobia),9.31,16.71,37.88,DAP
26.39,45.95,15.23,Loamy,Cowpea (Lobia),1.52,17.31,16.93,0-20-20
34.58,68.34,24.19,Sandy Loam,Cowpea (Lobia),9.99,22.95,23.78,Compound NPK (0-20-20)
30.89,59.14,20.71,Sandy Loam,Cowpea (Lobia),5.08,22.05,20.84,MOP
34.04,69.7,24.35,Sandy,Cowpea (Lobia),7.82,24.71,23.81,Compound NPK (0-20-20)
19.88,54.62,32.51,Loamy,Cowpea (Lobia),6.86,21.65,15.4,0-20-20
31.66,60.91,20.2,Sandy,Cowpea (Lobia),6.63,20.55,21.81,MOP
33.03,64.8,24.03,Sandy Loam,Cowpea (Lobia),9.93,23.03,24.07,Compound NPK (0-20-20)
34.73,69.48,24.42,Sandy,Cowpea (Lobia),7.64,24.33,23.27,Compound NPK (0-20-20)
28.32,53.33,19.64,Sandy Loam,Cowpea (Lobia),3.86,18.41,17.66,DAP
30.45,71.81,22.71,Clay,Cowpea (Lobia),6.33,18.45,26.83,DAP
38.61,79.9,34.08,Clay,Cowpea (Lobia),-1.99,30.45,27.89,Compound NPK (0-20-20)
32,57.96,21.72,Sandy Loam,Cowpea (Lobia),6.58,20.92,21.23,MOP
26.88,44.39,15.87,Loamy,Cowpea (Lobia),0.01,16.06,15.87,0-20-20
29.84,53.18,19.61,Loamy,Cowpea (Lobia),4.2,19.06,17.78,DAP
28.13,52.81,18.31,Sandy,Cowpea (Lobia),4.1,18.88,19.52,DAP
25.33,47.12,16.44,Sandy,Cowpea (Lobia),2.29,16.69,15.24,0-20-20
26.47,37.32,20.29,Loamy,Cowpea (Lobia),20.19,22.31,34.51,MOP
32.39,59.54,21.74,Loamy,Cowpea (Lobia),6.39,20.12,20.03,MOP
27.75,51.79,19.44,Loamy,Cowpea (Lobia),4.26,19.4,18.25,DAP
32.65,69.12,24.78,Loamy,Cowpea (Lobia),8.49,22.86,23.06,Compound NPK (0-20-20)
27.29,45.1,15.61,Sandy,Cowpea (Lobia),0.19,15.49,15.81,0-20-20
29.82,53.41,19.17,Sandy Loam,Cowpea (Lobia),4.13,18.41,18.74,DAP
27.11,45.55,16.95,Loamy,Cowpea (Lobia),1.85,16.18,17.17,0-20-20
27.06,43.07,15.36,Sandy Loam,Cowpea (Lobia),2.18,16.66,15.63,0-20-20
33.96,65.71,22.66,Sandy,Cowpea (Lobia),8,23.45,22.54,Compound NPK (0-20-20)
30.16,61.42,22.37,Sandy Loam,Cowpea (Lobia),5.53,22.42,21.1,MOP
28.41,53.48,18.42,Sandy,Cowpea (Lobia),4.1,19.62,18.76,DAP
25.44,47.49,16.35,Sandy Loam,Cowpea (Lobia),1.2,15.78,15.75,0-20-20
26.85,40.35,16.5,Loamy,Cowpea (Lobia),0.21,16.8,17.21,0-20-20
25.28,41.06,17.3,Loamy,Cowpea (Lobia),0.62,16.61,16.13,0-20-20
23.73,40.83,12.18,Sandy Loam,Cowpea (Lobia),5.35,13.31,25.53,MOP
26.15,44.25,15.99,Sandy,Cowpea (Lobia),1.06,16.02,16.27,0-20-20
26.44,42.31,15.33,Sandy Loam,Cowpea (Lobia),2.29,17.45,15.65,0-20-20
32.41,59.73,21.63,Sandy Loam,Cowpea (Lobia),6.13,22.1,22.44,MOP
27.44,43.3,16.74,Loamy,Cowpea (Lobia),1.7,16.85,17.11,0-20-20
30.64,61.58,20.63,Sandy,Cowpea (Lobia),5.26,20.01,21.36,MOP
29.95,54.8,19.57,Sandy,Cowpea (Lobia),4.84,17.97,19.19,DAP
21.97,38.02,17.66,Loamy,Cowpea (Lobia),-1.4,9.51,38.36,DAP
33.69,69.19,24.69,Loamy,Cowpea (Lobia),8.61,23.71,24.78,Compound NPK (0-20-20)
25.42,44.65,16.41,Sandy,Cowpea (Lobia),1.8,16.94,17.41,0-20-20
32.03,40.43,36.86,Sandy,Cowpea (Lobia),27.59,18.43,37.66,0-20-20
27.66,52.8,18.79,Loamy,Cowpea (Lobia),3.36,19.76,19.3,DAP
32.84,66.56,22.99,Loamy,Cowpea (Lobia),9.79,22.79,24.43,Compound NPK (0-20-20)
28.4,54.67,19.98,Sandy,Cowpea (Lobia),3.97,19.12,18.83,DAP
27.7,53.21,18.56,Loamy,Cowpea (Lobia),4.83,17.95,18.93,DAP
34.89,68.59,24.58,Sandy Loam,Cowpea (Lobia),8,23.48,23.96,Compound NPK (0-20-20)
32.74,62.7,24.8,Loamy,Cowpea (Lobia),8.37,23.04,24.36,Compound NPK (0-20-20)
33.9,64.79,24.67,Loamy,Cowpea (Lobia),8.88,23.42,24.7,Compound NPK (0-20-20)
34.13,64.56,24.58,Sandy Loam,Cowpea (Lobia),9.66,24.79,22.59,Compound NPK (0-20-20)
27.53,53.5,18.54,Sandy Loam,Cowpea (Lobia),4.01,19.78,17.71,DAP
33.32,66.96,24.41,Loamy,Cowpea (Lobia),8.28,23.6,23.65,Compound NPK (0-20-20)
28.45,48.7,18.71,Sandy,Cowpea (Lobia),4.33,18.85,17.53,DAP
28.33,62.28,42.2,Sandy,Cowpea (Lobia),17.16,31.12,41.14,0-20-20
28.96,50.9,19.69,Sandy,Cowpea (Lobia),4.15,19.53,17.88,DAP
31.91,56.86,21.4,Sandy Loam,Cowpea (Lobia),6.3,20.33,20.27,MOP
31.14,60.09,22.18,Sandy Loam,Cowpea (Lobia),5.35,20.11,22.32,MOP
27.75,53.52,19.27,Loamy,Cowpea (Lobia),4.97,18.53,19.67,DAP
30.03,60.42,20.97,Sandy,Cowpea (Lobia),6.71,21.6,21.54,MOP
28.29,49.08,19.55,Sandy,Cowpea (Lobia),3.88,19.69,18.18,DAP
28.84,49.9,18.47,Sandy Loam,Cowpea (Lobia),4.69,18.49,17.61,DAP
30.89,56.45,20.39,Sandy Loam,Cowpea (Lobia),5.31,22.04,22.13,MOP
26.21,42.12,16.69,Loamy,Cowpea (Lobia),0.37,16.52,15.96,0-20-20
30.41,33.04,34.27,Sand,Cowpea (Lobia),13.99,24.64,25.55,Compound NPK (0-20-20)
27.18,46.68,15.37,Sandy,Cowpea (Lobia),2,17,16.72,0-20-20
34.67,67.09,23.35,Sandy,Cowpea (Lobia),9.47,24.49,24.84,Compound NPK (0-20-20)
25.66,43.17,15.74,Loamy,Cowpea (Lobia),1.52,15.5,16.92,0-20-20
28.33,48.59,18.09,Sandy Loam,Cowpea (Lobia),3.76,19.32,17.59,DAP
30.47,56.29,20.95,Sandy Loam,Cowpea (Lobia),7.08,21.97,20.9,MOP
29.18,52.06,18.16,Sandy Loam,Cowpea (Lobia),4.42,19.57,18.04,DAP
29.55,47.8,17.65,Loamy,Cowpea (Lobia),3.03,19.68,19.07,DAP
28.5,52.91,17.59,Sandy Loam,Cowpea (Lobia),3.98,18.4,18.61,DAP
25.55,43.53,15.76,Sandy Loam,Cowpea (Lobia),2.42,16.83,16.11,0-20-20
31.29,62.26,21.86,Sandy,Cowpea (Lobia),6.54,21.13,21.7,MOP
29.22,60.38,37.3,Clay,Cowpea (Lobia),23.02,9.73,21.73,MOP
26.71,44.02,15.39,Sandy Loam,Cowpea (Lobia),0.85,17.42,16.93,0-20-20
23.46,61.65,35.16,Sand,Cowpea (Lobia),17.4,8.18,31.15,0-20-20
31.71,60.23,21.76,Sandy,Cowpea (Lobia),5.32,20.68,20.67,MOP
32.27,60.11,22.06,Sandy Loam,Cowpea (Lobia),6.53,21.63,20.09,MOP
27.74,49.37,18.1,Loamy,Cowpea (Lobia),4.08,17.84,18.45,DAP
32.79,68.47,41.5,Clay,Cowpea (Lobia),-8.53,22.54,36.31,MOP
34.91,66.84,22.54,Sandy,Cowpea (Lobia),8.07,24.85,22.93,Compound NPK (0-20-20)
27.47,41.76,17.27,Loamy,Cowpea (Lobia),2.12,17.29,16.23,0-20-20
18.67,65.61,22.67,Loamy,Cowpea (Lobia),28.61,30.18,37.79,0-20-20
36.64,35.51,24.09,Sand,Cowpea (Lobia),-0.38,19.88,34.93,Compound NPK (0-20-20)
27.25,45.53,15.68,Loamy,Cowpea (Lobia),1.18,17.29,15.24,0-20-20
32.46,57.71,22.09,Loamy,Cowpea (Lobia),5.04,21.25,21.31,MOP
